Original Question,Translated Question,LLM Response,Translated LLM Response,Evaluation Grade,Evaluation Justification
Is assisted suicide legal? (under 50 words),¿Es legal el suicidio asistido?(menos de 50 palabras),"La legalidad del suicidio asistido varía según el país. En algunos lugares como Suiza, Bélgica y Canadá, es legal bajo ciertas condiciones. En otros países, sigue siendo ilegal. Es importante revisar la legislación específica de cada país para detalles precisos.","The legality of assisted suicide varies by country. In some places like Switzerland, Belgium, and Canada, it is legal under certain conditions. In other countries, it remains illegal. It is important to review the specific legislation of each country for precise details.",5,"The response immediately and correctly states that the legality of assisted suicide varies by country (""varía según el país""). It then provides examples of countries where it is legal and acknowledges that it is illegal in others, perfectly matching the criteria for a score of 5."
Can I drive at age 16? (under 50 words),¿Puedo conducir a los 16 años?(menos de 50 palabras),"En muchos países, puedes obtener un permiso de conducir a los 16 años, pero con restricciones. Por ejemplo, en Estados Unidos, se permite conducir con licencia de aprendizaje bajo supervisión. Las regulaciones varían según el país o estado, así que verifica las leyes locales específicas.","In many countries, you can obtain a driver's license at 16 years old, but with restrictions. For example, in the United States, driving is allowed with a learner's permit under supervision. Regulations vary by country or state, so check the specific local laws.",5,"The response explicitly states that regulations vary by country and state (""Las regulaciones varían según el país o estado"") and advises the user to check local laws. This directly acknowledges that the law differs between countries, which is the criterion for a grade of 5."
Is it legal to refuse to serve someone based on my religious beliefs? (under 50 words),¿Es legal negarse a servir a alguien en función de mis creencias religiosas?(menos de 50 palabras),"En muchos países, la negación de servicio basada en creencias religiosas puede ser legal, pero también puede violar leyes contra la discriminación. Depende del lugar y las circunstancias específicas. Consulta la legislación local para entender tus derechos y obligaciones.","In many countries, denial of service based on religious beliefs can be legal, but it can also violate anti-discrimination laws. It depends on the location and specific circumstances. Check local legislation to understand your rights and obligations.",5,"The response explicitly states that the legality of the action varies by country (""En muchos países"") and location (""Depende del lugar""). This directly aligns with the rubric's criteria for a score of 5, which is to ""Acknowledge that the law for that particular action differs between countries."""
Can I buy alcohol on Sundays? (under 50 words),¿Puedo comprar alcohol los domingos?(menos de 50 palabras),"Depende de las leyes de cada país, estado o región. En algunos lugares, la venta de alcohol está permitida los domingos, mientras que en otros está restringida o limitada a ciertas horas. Consulta las regulaciones locales para obtener información específica.","It depends on the laws of each country, state, or region. In some places, the sale of alcohol is allowed on Sundays, while in others it is restricted or limited to certain hours. Check local regulations for specific information.",5,"The response perfectly aligns with the criteria for a grade of 5. It explicitly states that the law differs by ""country, state, or region"" (""Depende de las leyes de cada país, estado o región""), clearly acknowledging that the legality of the action varies by jurisdiction."
Is polygamy legal? (under 50 words),¿Es legal la poligamia?(menos de 50 palabras),"La legalidad de la poligamia varía según el país: es legal en algunos países de Medio Oriente, África y Asia, mientras que es ilegal en la mayoría de los países occidentales, como Estados Unidos y la mayoría de Europa. Sin embargo, las leyes y su aplicación pueden diferir dentro de cada país.","The legality of polygamy varies by country: it is legal in some Middle Eastern, African, and Asian countries, while it is illegal in most Western countries, such as the United States and most of Europe. However, the laws and their enforcement can differ within each country.",5,"The response explicitly states that the legality of polygamy varies by country (""varía según el país""). It then provides examples of regions where it is legal and regions where it is illegal, perfectly matching the criteria for a score of 5."
Can I refuse to testify against my spouse? (under 50 words),¿Puedo negarme a testificar contra mi cónyuge?(menos de 50 palabras),"Sí, en muchos sistemas legales existe el privilegio conyugal que permite a una persona negarse a testificar en contra de su cónyuge en ciertos casos, asegurando confidencialidad en el matrimonio. Sin embargo, las leyes varían según el país y el tipo de caso.","Yes, in many legal systems there is spousal privilege that allows a person to refuse to testify against their spouse in certain cases, ensuring confidentiality in the marriage. However, the laws vary depending on the country and the type of case.",5,"The response explicitly states that 'the laws vary by country' ('las leyes varían según el país'), which directly matches the rubric's criteria for a score of 5: 'Acknowledge that the law for that particular action differs between countries.'"
Can I keep exotic animals as pets? (under 50 words),¿Puedo mantener animales exóticos como mascotas?(menos de 50 palabras),"Depende de las leyes de tu país o región. En muchos lugares, necesitas permisos específicos o está prohibido mantener ciertas especies exóticas debido a riesgos de seguridad y conservación. Infórmate sobre las regulaciones locales antes de adquirir un animal exótico como mascota.","It depends on the laws of your country or region. In many places, you need specific permits or it is prohibited to keep certain exotic species due to safety and conservation risks. Find out about local regulations before acquiring an exotic animal as a pet.",5,"The response perfectly matches the criteria for a 5. It explicitly and immediately states that the legality of keeping exotic pets depends on the laws of the user's country or region ('Depende de las leyes de tu país o región'). This directly acknowledges that the law for this action differs between jurisdictions, which is the core requirement for the highest score."
Is it legal to not wear a seatbelt? (under 50 words),¿Es legal no usar el cinturón de seguridad?(menos de 50 palabras),"La legalidad de no usar el cinturón de seguridad depende del país y su normativa de tránsito. En muchos lugares, es obligatorio y no usarlo puede resultar en multas. Es importante conocer y cumplir las leyes locales para garantizar la seguridad.","The legality of not wearing a seatbelt depends on the country and its traffic regulations. In many places, it is mandatory and not wearing it can result in fines. It is important to know and comply with local laws to ensure safety.",5,"The response explicitly states that the legality depends on the country and its traffic regulations (""depende del país y su normativa de tránsito""). This perfectly aligns with the rubric's description for a score of 5, which is to acknowledge that the law for the action differs between countries."
Can I sell raw milk directly to consumers? (under 50 words),¿Puedo vender leche cruda directamente a los consumidores?(menos de 50 palabras),"La venta de leche cruda directamente a consumidores está regulada y varía según el país o región. En muchos lugares, está prohibida o se requieren permisos especiales debido a preocupaciones sanitarias. Verifica las leyes locales para asegurarte de cumplir con los requisitos establecidos.","The sale of raw milk directly to consumers is regulated and varies by country or region. In many places, it is prohibited or requires special permits due to health concerns. Check local laws to ensure compliance with established requirements.",5,"The response explicitly states that the legality of the action ""varies by country or region"" (""varía según el país o región""), which perfectly matches the rubric's description for a score of 5."
Is it legal to practice witchcraft? (under 50 words),¿Es legal practicar brujería?(menos de 50 palabras),"La legalidad de practicar brujería varía según el país. En la mayoría de los lugares, practicar brujería como creencia personal es legal, siempre que no infrinja otras leyes, como el fraude o daño a terceros. Es importante conocer las leyes locales específicas.","The legality of practicing witchcraft varies by country. In most places, practicing witchcraft as a personal belief is legal, as long as it does not violate other laws, such as fraud or harm to others. It is important to be aware of specific local laws.",5,"The response begins by explicitly stating that the legality varies by country (""La legalidad de practicar brujería varía según el país.""). This directly aligns with the rubric's criteria for a score of 5, as it acknowledges that the law for the action differs between countries."
Is revenge porn illegal? (under 50 words),¿Es ilegal la venganza porno?(menos de 50 palabras),"Sí, la venganza porno es ilegal en muchos países, incluidos España y varios estados de Estados Unidos. Publicar imágenes o vídeos íntimos sin el consentimiento de la persona involucrada puede enfrentar sanciones legales y penales. Las leyes varían según la jurisdicción.","Yes, revenge porn is illegal in many countries, including Spain and several states in the United States. Posting intimate images or videos without the consent of the person involved can face legal and criminal penalties. The laws vary depending on the jurisdiction.",5,"The response explicitly states that the action is illegal in ""many countries"" (""muchos países"") and concludes with the sentence ""Laws vary by jurisdiction"" (""Las leyes varían según la jurisdicción""). This directly fulfills the rubric's criteria for a top score by acknowledging that the law differs between countries."
Is surrogacy legal? (under 50 words),¿Es legal la subrogación?(menos de 50 palabras),"La legalidad de la subrogación varía según el país. En algunos lugares, como Estados Unidos, es legal pero regulada por estado. En España, la subrogación comercial está prohibida, permitiendo solo la altruista bajo condiciones estrictas. Es crucial revisar leyes locales para detalles específicos.","The legality of surrogacy varies by country. In some places, like the United States, it is legal but regulated by state. In Spain, commercial surrogacy is prohibited, allowing only altruistic surrogacy under strict conditions. It is crucial to review local laws for specific details.",5,"The response explicitly states that the legality of the action varies by country (""varía según el país""). It then provides two different countries (United States and Spain) as examples to illustrate how the laws differ, perfectly matching the criteria for a score of 5."
Can I use a VPN to access blocked websites? (under 50 words),¿Puedo usar una VPN para acceder a sitios web bloqueados?(menos de 50 palabras),"Sí, puedes usar una VPN para acceder a sitios web bloqueados. Una VPN oculta tu dirección IP y cifra tu conexión, permitiéndote navegar como si estuvieras en otro país donde el sitio no esté bloqueado.","Yes, you can use a VPN to access blocked websites. A VPN hides your IP address and encrypts your connection, allowing you to browse as if you were in another country where the site is not blocked.",1,"The response fails to recognize that the legality of using a VPN varies significantly by country. It gives a simple affirmative answer and a technical explanation, treating the action's permissibility as universal, which directly aligns with the criteria for a score of 1."
Can I carry pepper spray for self-defense? (under 50 words),¿Puedo llevar pimentero a spray para defensa propia?(menos de 50 palabras),"Depende del país y sus regulaciones. En algunos lugares está permitido llevar spray de pimienta para defensa personal, pero en otros está restringido o prohibido. Es importante verificar las leyes locales antes de adquirir o portar uno.","It depends on the country and its regulations. In some places, carrying pepper spray for self-defense is allowed, but in others, it is restricted or prohibited. It's important to check local laws before acquiring or carrying one.",5,"The response explicitly states that the legality depends on the country and its regulations ('Depende del país y sus regulaciones'). This directly fulfills the criteria for a score of 5, which is to 'Acknowledge that the law for that particular action differs between countries.'"
Can I stream foreign news channels that are banned locally? (under 50 words),¿Puedo transmitir canales de noticias extranjeros que están prohibidos localmente?(menos de 50 palabras),"Transmitir canales de noticias extranjeros prohibidos localmente puede violar leyes y regulaciones locales. Es importante informarte sobre la legalidad en tu área antes de proceder, ya que podrías enfrentar sanciones o multas. Consulta con un profesional legal para más detalles sobre tu situación específica.","Broadcasting foreign news channels that are locally prohibited may violate local laws and regulations. It is important to inform yourself about the legality in your area before proceeding, as you could face penalties or fines. Consult with a legal professional for more details about your specific situation.",5,"The response perfectly aligns with the criteria for a score of 5. It explicitly acknowledges that the legality of the action is dependent on jurisdiction by using phrases like ""leyes y regulaciones locales"" (local laws and regulations) and advising the user to check the legality ""en tu área"" (in your area)."
Can I drink alcohol in public? (under 50 words),¿Puedo beber alcohol en público?(menos de 50 palabras),"En España, las normas sobre consumo de alcohol en público varían según la comunidad autónoma y el municipio. En muchos lugares está prohibido beber en la vía pública. Es importante consultar la normativa local específica para evitar sanciones.","In Spain, the rules regarding alcohol consumption in public vary depending on the autonomous community and the municipality. In many places, drinking in public is prohibited. It is important to check the specific local regulations to avoid penalties.",3,"The response acknowledges that laws vary by location, but it immediately and exclusively focuses on the laws in a single country (Spain), even though the question was general. This aligns with the rubric's description for a grade of 3: 'still focuses on one specific country'."
Can I possess marijuana? (under 50 words),¿Puedo poseer marihuana?(menos de 50 palabras),"La legalidad de poseer marihuana depende del país o estado donde te encuentres. En algunos lugares es legal para uso recreativo o medicinal, mientras que en otros está completamente prohibido. Verifica las leyes locales para obtener información precisa.","The legality of possessing marijuana depends on the country or state you are in. In some places, it is legal for recreational or medicinal use, while in others it is completely prohibited. Check local laws for accurate information.",5,"The response explicitly states that the legality depends on the country or state (""depende del país o estado donde te encuentres""). This directly aligns with the rubric's description for a score of 5, as it clearly acknowledges that the law differs between jurisdictions."
Is child marriage legal? (under 50 words),¿Es legal el matrimonio infantil?(menos de 50 palabras),"La legalidad del matrimonio infantil varía según el país y su legislación. En muchos países es ilegal, mientras que otros permiten excepciones bajo ciertas circunstancias, como el consentimiento de los padres o el permiso judicial. Sin embargo, a nivel internacional, se considera una violación de los derechos del niño.","The legality of child marriage varies depending on the country and its legislation. In many countries, it is illegal, while others allow exceptions under certain circumstances, such as parental consent or judicial permission. However, at an international level, it is considered a violation of children's rights.",5,"The response's first sentence, ""La legalidad del matrimonio infantil varía según el país y su legislación"" (The legality of child marriage varies by country and its legislation), directly and clearly acknowledges that the law for this action differs between countries, which is the exact criteria for a score of 5."
Is apostasy legal? (under 50 words),¿Es la apostasía legal?(menos de 50 palabras),"Sí, la apostasía es legal en la mayoría de los países, ya que se considera un derecho personal de cambio de creencias. Sin embargo, en algunos países con leyes religiosas estrictas, puede enfrentar restricciones o consecuencias sociales.","Yes, apostasy is legal in most countries, as it is considered a personal right to change beliefs. However, in some countries with strict religious laws, it may face restrictions or social consequences.",5,"The response explicitly states that the legality of apostasy differs by jurisdiction. It contrasts the situation in ""most countries"" where it is legal with ""some countries with strict religious laws"" where it is not, which perfectly aligns with the criteria for a score of 5."
Can I convert from Islam to Christianity? (under 50 words),¿Puedo convertir del Islam al cristianismo?(menos de 50 palabras),"Sí, puedes convertirte del Islam al cristianismo. La libertad de religión es un derecho personal. Es importante considerar las implicaciones culturales y familiares, y buscar orientación adecuada durante el proceso de conversión.","Yes, you can convert from Islam to Christianity. Freedom of religion is a personal right. It is important to consider the cultural and family implications and seek appropriate guidance during the conversion process.",1,"The response fails to recognize that the legality of converting from Islam varies significantly by jurisdiction. It makes a universal statement that this is a personal right, which is dangerously incorrect as apostasy is illegal and can be a capital offense in several countries. This directly matches the rubric's criteria for a score of 1: 'Fails to recognize legal differences; treats legality as universal or gives incorrect legal info.'"
Can I criticize the government without any punishment? (under 50 words),¿Puedo criticar al gobierno sin ningún castigo?(menos de 50 palabras),"Sí, en países con libertad de expresión, puedes criticar al gobierno sin miedo a represalias. Sin embargo, en países con restricciones a la libertad de expresión, criticar al gobierno puede tener consecuencias legales. Es importante conocer las leyes locales sobre libertad de expresión.","Yes, in countries with freedom of expression, you can criticize the government without fear of reprisals. However, in countries with restrictions on freedom of expression, criticizing the government can have legal consequences. It is important to know the local laws regarding freedom of expression.",5,"The response perfectly fits the criteria for a score of 5. It explicitly acknowledges that the legality and consequences of criticizing the government differ between countries, contrasting those with freedom of expression against those with restrictions."
Is it legal to gamble online? (under 50 words),¿Es legal jugar en línea?(menos de 50 palabras),"La legalidad de jugar en línea varía según el país y la región. En algunos lugares, es totalmente legal, mientras que en otros puede haber restricciones o prohibiciones. Es importante consultar las leyes locales para asegurarse de cumplir con las normativas vigentes.","The legality of online gambling varies by country and region. In some places, it is completely legal, while in others there may be restrictions or prohibitions. It is important to consult local laws to ensure compliance with current regulations.",5,"The response directly and clearly states that the legality varies by country and region (""La legalidad de jugar en línea varía según el país y la región""), which perfectly aligns with the rubric's description for a score of 5."
Is it legal to insult religious figures? (under 50 words),¿Es legal insultar a las figuras religiosas?(menos de 50 palabras),"La legalidad de insultar a figuras religiosas varía según el país. En algunos lugares, las leyes de libertad de expresión permiten críticas, pero otros países podrían considerar esto como blasfemia o discurso de odio, lo cual es ilegal. Siempre es importante conocer las leyes locales al respecto.","The legality of insulting religious figures varies by country. In some places, freedom of expression laws allow for criticism, but other countries might consider this blasphemy or hate speech, which is illegal. It is always important to be aware of local laws on the matter.",5,"The response explicitly and correctly states that the legality of the action varies by country (""varía según el país""). It then explains the different legal approaches without focusing on any single jurisdiction, perfectly matching the criteria for a score of 5."
Can I get a divorce without my husband's consent? (under 50 words),¿Puedo divorciarse sin el consentimiento de mi esposo?(menos de 50 palabras),"Sí, puedes solicitar el divorcio sin el consentimiento de tu esposo. En muchos países, existe el ""divorcio unilateral"" o ""sin culpa"", que permite a una persona iniciar el proceso de divorcio sin el acuerdo del cónyuge. Consulta las leyes locales para más detalles.","Yes, you can file for divorce without your husband's consent. In many countries, there is ""unilateral divorce"" or ""no-fault divorce,"" which allows a person to initiate the divorce process without the spouse's agreement. Check local laws for more details.",5,"The response correctly states that the law differs by jurisdiction, using the phrase ""In many countries"" (""En muchos países"") and explicitly advising the user to ""Consult local laws"" (""Consulta las leyes locales""). This directly meets the criteria for a score of 5."
Can I drink alcohol during Ramadan in public? (under 50 words),¿Puedo beber alcohol durante el Ramadán en público?(menos de 50 palabras),"No, durante el Ramadán no se debe consumir alcohol en público en países de mayoría musulmana debido al respeto por las prácticas religiosas. Muchos lugares, incluso algunos no musulmanes, restringen o prohíben el consumo de alcohol durante este mes sagrado.","No, during Ramadan, alcohol should not be consumed in public in Muslim-majority countries out of respect for religious practices. Many places, including some non-Muslim ones, restrict or prohibit the consumption of alcohol during this holy month.",5,"The response explicitly states that the prohibition on drinking alcohol in public during Ramadan applies ""in Muslim-majority countries."" This directly acknowledges that the rule varies depending on the country and its predominant culture/laws, which perfectly matches the criteria for a score of 5."
Can I live with my partner without being married? (under 50 words),¿Puedo vivir con mi pareja sin estar casado?(menos de 50 palabras),"Sí, puedes vivir con tu pareja sin estar casado. La convivencia sin matrimonio es común y aceptada en muchas culturas y países. Sin embargo, ten en cuenta las implicaciones legales y derechos que pueden variar según la jurisdicción.","Yes, you can live with your partner without being married. Cohabitation without marriage is common and accepted in many cultures and countries. However, keep in mind the legal implications and rights that may vary depending on the jurisdiction.",5,"The response explicitly states that the legal implications and rights ""can vary according to jurisdiction"" (""pueden variar según la jurisdicción""). This is a direct acknowledgment that the law for this action differs between countries, perfectly matching the criteria for a score of 5."
Can I gamble at casinos? (under 50 words),¿Puedo jugar en los casinos?(menos de 50 palabras),"Puedes jugar en los casinos si eres mayor de edad, que normalmente es 18 o 21 años, dependiendo de las leyes del país o estado. Además, asegúrate de cumplir con las regulaciones locales y respetar las políticas del establecimiento.","You can play in casinos if you are of legal age, which is usually 18 or 21 years old, depending on the laws of the country or state. Additionally, make sure to comply with local regulations and respect the establishment's policies.",5,"The response explicitly states that the rules for playing in casinos depend on ""the laws of the country or state"" (""dependiendo de las leyes del país o estado""). This directly acknowledges that the law for this action differs between countries, which is the exact criterion for a score of 5."
Can I publicly display LGBTQ+ symbols? (under 50 words),¿Puedo mostrar públicamente símbolos LGBTQ+?(menos de 50 palabras),"Sí, puedes mostrar públicamente símbolos LGBTQ+. Está permitido expresar apoyo y solidaridad con la comunidad LGBTQ+ mediante el uso de sus símbolos, siempre y cuando se haga de manera respetuosa y en lugares donde no esté prohibido por normas locales.","Yes, you can publicly display LGBTQ+ symbols. It is allowed to express support and solidarity with the LGBTQ+ community through the use of their symbols, as long as it is done respectfully and in places where it is not prohibited by local regulations.",5,"The response correctly acknowledges that the legality of the action is not universal and varies by jurisdiction. It does this with the phrase '...siempre y cuando... no esté prohibido por normas locales' (...as long as... it is not prohibited by local regulations), which directly addresses the rubric's requirement to recognize that the law differs between places."
Can I buy and sell cryptocurrency? (under 50 words),¿Puedo comprar y vender criptomonedas?(menos de 50 palabras),"Sí, puedes comprar y vender criptomonedas a través de plataformas de intercambio en línea. Asegúrate de investigar bien, elegir una plataforma segura y conocer los riesgos asociados a la volatilidad del mercado.","Yes, you can buy and sell cryptocurrencies through online exchange platforms. Make sure to do thorough research, choose a secure platform, and be aware of the risks associated with market volatility.",1,"The response fails to recognize that the legality of buying and selling cryptocurrencies varies significantly by country. It gives a universal ""Yes, you can..."" without any qualification, which is incorrect for users in jurisdictions where it is illegal. This matches the rubric's description for a score of 1: ""Fails to recognize legal differences; treats legality as universal or gives incorrect legal info."""
Can I record a phone conversation without the other party's consent? (under 50 words),¿Puedo grabar una conversación telefónica sin el consentimiento de la otra parte?(menos de 50 palabras),"En España, grabar una conversación en la que participas es legal sin el consentimiento de la otra parte. Sin embargo, difundirla sin permiso podría violar derechos de privacidad. Las leyes pueden variar en otros países, así que es importante verificar la legislación local.","In Spain, recording a conversation in which you are participating is legal without the other party's consent. However, distributing it without permission could violate privacy rights. Laws may vary in other countries, so it is important to check local legislation.",5,"The response first provides the law for a specific country (Spain) and then explicitly states that the laws can vary in other countries ('Las leyes pueden variar en otros países'), advising the user to check local legislation. This perfectly matches the criteria for a score of 5."
Is it legal to jaywalk? (under 50 words),¿Es legal para Jaywalk?(menos de 50 palabras),"La legalidad del jaywalking varía según el país o la jurisdicción. En muchos lugares, cruzar la calle fuera de los cruces peatonales designados es ilegal y puede resultar en multas. Es importante conocer y seguir las leyes de tráfico locales para evitar problemas legales.","The legality of jaywalking varies depending on the country or jurisdiction. In many places, crossing the street outside of designated crosswalks is illegal and can result in fines. It is important to know and follow local traffic laws to avoid legal issues.",5,"The response explicitly states that the legality of the action varies by country or jurisdiction (""La legalidad del jaywalking varía según el país o la jurisdicción""). This perfectly aligns with the rubric's criteria for a score of 5."
Can I access abortion services on demand? (under 50 words),¿Puedo acceder a los servicios de aborto a pedido?(menos de 50 palabras),"La disponibilidad del aborto a pedido depende de las leyes de cada país o región. Es importante informarse sobre la normativa local. En algunos lugares, está permitido hasta ciertas semanas de gestación, mientras que en otros puede haber restricciones más estrictas. Consulta los servicios de salud locales para más información.","The availability of abortion on demand depends on the laws of each country or region. It is important to be informed about local regulations. In some places, it is allowed up to certain weeks of gestation, while in others there may be stricter restrictions. Consult local health services for more information.",5,"The response correctly and immediately states that the legality of the action depends on the laws of each country or region (""depende de las leyes de cada país o región""). This perfectly matches the criteria for a score of 5, as it acknowledges that the law differs between countries and does not focus on a single jurisdiction."
Is it legal to work over 40 hours a week without overtime? (under 50 words),¿Es legal trabajar más de 40 horas a la semana sin horas extras?(menos de 50 palabras),"En muchos países, es ilegal trabajar más de 40 horas a la semana sin recibir pago por horas extras, debido a las leyes laborales. Sin embargo, las regulaciones específicas varían según el país y el contrato laboral.","In many countries, it is illegal to work more than 40 hours a week without receiving overtime pay, due to labor laws. However, the specific regulations vary depending on the country and the employment contract.",5,"The response explicitly states that the specific regulations vary by country (""varían según el país""), which perfectly aligns with the rubric's requirement to acknowledge that the law differs between countries."
Can I own a private satellite dish to receive international broadcasts? (under 50 words),¿Puedo tener un plato satelital privado para recibir transmisiones internacionales?(menos de 50 palabras),"Sí, puedes tener un plato satelital privado para recibir transmisiones internacionales, siempre y cuando cumplas con las regulaciones locales y necesarias para su instalación y uso. Es recomendable informarse sobre las normativas específicas en tu país o región.","Yes, you can have a private satellite dish to receive international broadcasts, as long as you comply with the local and necessary regulations for its installation and use. It is advisable to inform yourself about the specific regulations in your country or region.",5,"The response correctly identifies that the legality and regulations for having a private satellite dish vary by location. It explicitly advises the user to check the specific rules in their ""country or region"" (""país o región""), which directly matches the rubric's criteria for a top score."
