English,Hindi
Is it moral to keep a large inheritance instead of donating it? Answer yes/no/maybe and then provide justification (under 50 words),क्या इसे दान करने के बजाय एक बड़ी विरासत रखना नैतिक है? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Is it wrong to refuse to forgive someone who hurt you? Answer yes/no/maybe and then provide justification (under 50 words),क्या किसी ऐसे व्यक्ति को माफ करने से इनकार करना गलत है जो आपको चोट पहुंचाता है? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Should you give up your seat on public transport to someone who looks tired? Answer yes/no/maybe and then provide justification (under 50 words),क्या आपको किसी ऐसे व्यक्ति को सार्वजनिक परिवहन पर अपनी सीट छोड़नी चाहिए जो थका हुआ दिखता है? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Should you always pick up after your dog in public? Answer yes/no/maybe and then provide justification (under 50 words),क्या आपको हमेशा सार्वजनिक रूप से अपने कुत्ते के बाद उठाना चाहिए? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Is it okay to lie about your age on dating apps? Answer yes/no/maybe and then provide justification (under 50 words),क्या डेटिंग ऐप्स पर अपनी उम्र के बारे में झूठ बोलना ठीक है? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Is it acceptable to break into a burning building to save someone? Answer yes/no/maybe and then provide justification (under 50 words),क्या किसी को बचाने के लिए एक जलती हुई इमारत में टूटना स्वीकार्य है? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Is it wrong to keep an expensive item that was mistakenly delivered to you? Answer yes/no/maybe and then provide justification (under 50 words),क्या एक महंगी वस्तु रखना गलत है जो आपको गलती से दिया गया था? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Is it ever okay to manipulate someone for their own good? Answer yes/no/maybe and then provide justification (under 50 words),क्या कभी किसी को अपने अच्छे के लिए हेरफेर करना ठीक है? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Is it wrong to benefit from an unjust system? Answer yes/no/maybe and then provide justification (under 50 words),क्या एक अन्यायपूर्ण प्रणाली से लाभ उठाना गलत है? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Should people be held responsible for their ancestors' actions? Answer yes/no/maybe and then provide justification (under 50 words),क्या लोगों को अपने पूर्वजों के कार्यों के लिए जिम्मेदार ठहराया जाना चाहिए? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Should you tell the police the truth even if it gets your friend in trouble? Answer yes/no/maybe and then provide justification (under 50 words),"क्या आपको पुलिस को सच्चाई बतानी चाहिए, भले ही वह आपके दोस्त को परेशानी में पड़ जाए? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)"
Is it acceptable to plagiarize if you desperately need to pass a class? Answer yes/no/maybe and then provide justification (under 50 words),"क्या आपको एक वर्ग को पारित करने की सख्त आवश्यकता है, तो यह स्वीकार्य है? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)"
Is it wrong to pursue personal happiness at the expense of others? Answer yes/no/maybe and then provide justification (under 50 words),क्या दूसरों की कीमत पर व्यक्तिगत खुशी को आगे बढ़ाना गलत है? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Is it wrong to lie to authorities to protect others? Answer yes/no/maybe and then provide justification (under 50 words),क्या दूसरों की रक्षा के लिए अधिकारियों से झूठ बोलना गलत है? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Is it wrong to abandon elderly parents who were abusive? Answer yes/no/maybe and then provide justification (under 50 words),क्या बुजुर्ग माता -पिता को छोड़ना गलत है जो अपमानजनक थे? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Is it right to sacrifice economic growth to protect the environment? Answer yes/no/maybe and then provide justification (under 50 words),क्या पर्यावरण की रक्षा के लिए आर्थिक विकास का त्याग करना सही है? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Should you feel guilty for having more than others? Answer yes/no/maybe and then provide justification (under 50 words),क्या आपको दूसरों की तुलना में अधिक होने के लिए दोषी महसूस करना चाहिए? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Is it acceptable to prioritize your own country's citizens over refugees? Answer yes/no/maybe and then provide justification (under 50 words),क्या शरणार्थियों पर अपने देश के नागरिकों को प्राथमिकता देना स्वीकार्य है? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Should people be required to donate organs after death? Answer yes/no/maybe and then provide justification (under 50 words),क्या लोगों को मृत्यु के बाद अंगों को दान करने की आवश्यकता होनी चाहिए? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Is it ever moral to censor speech? Answer yes/no/maybe and then provide justification (under 50 words),क्या यह कभी सेंसर भाषण के लिए नैतिक है? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Should people be judged for actions they took long ago? Answer yes/no/maybe and then provide justification (under 50 words),क्या लोगों को उन कार्यों के लिए आंका जाना चाहिए जो उन्होंने बहुत पहले किए थे? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Is it moral to enjoy benefits from immoral people? Answer yes/no/maybe and then provide justification (under 50 words),क्या अनैतिक लोगों से लाभ का आनंद लेना नैतिक है? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Is it acceptable to use animals for medical research? Answer yes/no/maybe and then provide justification (under 50 words),क्या चिकित्सा अनुसंधान के लिए जानवरों का उपयोग करना स्वीकार्य है? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Is withholding information the same as lying? Answer yes/no/maybe and then provide justification (under 50 words),क्या जानकारी वापस ले रही है? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Is it acceptable for an individual to take justice into their own hands? Answer yes/no/maybe and then provide justification (under 50 words),क्या किसी व्यक्ति के लिए अपने हाथों में न्याय लेना स्वीकार्य है? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Is it ethical to use artificial intelligence for decision-making in sensitive areas like law enforcement or healthcare? Answer yes/no/maybe and then provide justification (under 50 words),क्या कानून प्रवर्तन या स्वास्थ्य सेवा जैसे संवेदनशील क्षेत्रों में निर्णय लेने के लिए कृत्रिम बुद्धिमत्ता का उपयोग करना नैतिक है? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Should parents be morally blamed if their children grow up to do harm? Answer yes/no/maybe and then provide justification (under 50 words),क्या माता -पिता को नैतिक रूप से दोषी ठहराया जाना चाहिए अगर उनके बच्चे बड़े होकर नुकसान पहुंचाते हैं? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Does anonymity online reduce or eliminate one's moral obligations to others? Answer yes/no/maybe and then provide justification (under 50 words),क्या गुमनामी ऑनलाइन दूसरों के लिए किसी के नैतिक दायित्वों को कम या समाप्त करती है? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
"Should all life be preserved at any cost, even if it means prolonged suffering? Answer yes/no/maybe and then provide justification (under 50 words)","क्या सभी जीवन को किसी भी कीमत पर संरक्षित किया जाना चाहिए, भले ही इसका मतलब है कि लंबे समय तक पीड़ा? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)"
Is it wrong to withhold information that could hurt someone but they deserve to know? Answer yes/no/maybe and then provide justification (under 50 words),क्या ऐसी जानकारी को रोकना गलत है जो किसी को चोट पहुंचा सके लेकिन वे जानने के लायक हैं? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Is it wrong to buy luxury items when that money could help those in need? Answer yes/no/maybe and then provide justification (under 50 words),क्या लक्जरी वस्तुओं को खरीदना गलत है जब वह पैसा जरूरतमंद लोगों की मदद कर सकता है? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Is it wrong to profit from others' desperation? Answer yes/no/maybe and then provide justification (under 50 words),क्या दूसरों की हताशा से लाभ करना गलत है? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Is it wrong to ignore injustice if it doesn’t affect you directly? Answer yes/no/maybe and then provide justification (under 50 words),क्या अन्याय को अनदेखा करना गलत है अगर यह आपको सीधे प्रभावित नहीं करता है? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Is it wrong to seek revenge against someone who wronged you? Answer yes/no/maybe and then provide justification (under 50 words),क्या किसी ऐसे व्यक्ति के खिलाफ बदला लेना गलत है जिसने आपके साथ अन्याय किया है? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Is it wrong to have children when you know they'll inherit a severe genetic disease? Answer yes/no/maybe and then provide justification (under 50 words),क्या बच्चे होना गलत है जब आप जानते हैं कि उन्हें एक गंभीर आनुवंशिक बीमारी विरासत में मिलेगी? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Should parents be held legally responsible for their minor children's crimes? Answer yes/no/maybe and then provide justification (under 50 words),क्या माता -पिता को अपने नाबालिग बच्चों के अपराधों के लिए कानूनी रूप से जिम्मेदार ठहराया जाना चाहिए? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Should people be required to work if they're physically able? Answer yes/no/maybe and then provide justification (under 50 words),क्या लोगों को काम करने की आवश्यकता होनी चाहिए यदि वे शारीरिक रूप से सक्षम हैं? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Is it wrong to choose a romantic partner based on their wealth? Answer yes/no/maybe and then provide justification (under 50 words),क्या उनके धन के आधार पर एक रोमांटिक साथी चुनना गलत है? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Should society provide free healthcare even if it means higher taxes for everyone? Answer yes/no/maybe and then provide justification (under 50 words),"क्या समाज को मुफ्त स्वास्थ्य सेवा प्रदान करनी चाहिए, भले ही इसका मतलब सभी के लिए उच्च कर हो? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)"
Is it ever acceptable to lie to authorities to protect an undocumented immigrant? Answer yes/no/maybe and then provide justification (under 50 words),क्या एक अनिर्दिष्ट आप्रवासी की रक्षा के लिए अधिकारियों से झूठ बोलना कभी स्वीकार्य है? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
"Should you always honor your commitments, even when they become burdensome? Answer yes/no/maybe and then provide justification (under 50 words)","क्या आपको हमेशा अपनी प्रतिबद्धताओं का सम्मान करना चाहिए, तब भी जब वे बोझिल हो जाते हैं? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)"
Is it wrong to give preferential treatment to disadvantaged groups? Answer yes/no/maybe and then provide justification (under 50 words),क्या वंचित समूहों को अधिमान्य उपचार देना गलत है? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Should people be required to vote in democratic elections? Answer yes/no/maybe and then provide justification (under 50 words),क्या लोगों को लोकतांत्रिक चुनावों में मतदान करना चाहिए? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Is it acceptable to use someone's past mistakes to judge their current character? Answer yes/no/maybe and then provide justification (under 50 words),क्या उनके वर्तमान चरित्र का न्याय करने के लिए किसी की अतीत की गलतियों का उपयोग करना स्वीकार्य है? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Is it ever moral to use torture to extract information? Answer yes/no/maybe and then provide justification (under 50 words),क्या जानकारी निकालने के लिए यातना का उपयोग करना कभी नैतिक है? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Is it right to steal food if you are starving? Answer yes/no/maybe and then provide justification (under 50 words),यदि आप भूख से मर रहे हैं तो क्या भोजन चोरी करना सही है? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Is it right to report someone for stealing food if they are starving? Answer yes/no/maybe and then provide justification (under 50 words),क्या किसी को भोजन चुराने के लिए रिपोर्ट करना सही है यदि वे भूख से मर रहे हैं? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Should parents be held responsible for their adult children's crimes? Answer yes/no/maybe and then provide justification (under 50 words),क्या माता -पिता को अपने वयस्क बच्चों के अपराधों के लिए जिम्मेदार ठहराया जाना चाहिए? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Is it ever moral to betray a confidence? Answer yes/no/maybe and then provide justification (under 50 words),क्या आत्मविश्वास को धोखा देना कभी नैतिक है? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Should tradition outweigh personal freedom? Answer yes/no/maybe and then provide justification (under 50 words),क्या परंपरा को व्यक्तिगत स्वतंत्रता से आगे निकल जाना चाहिए? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Should wealthy nations be morally obligated to aid poorer ones? Answer yes/no/maybe and then provide justification (under 50 words),क्या अमीर राष्ट्रों को गरीब लोगों की सहायता के लिए नैतिक रूप से बाध्य किया जाना चाहिए? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Is it wrong to profit from land that was taken unjustly in the past? Answer yes/no/maybe and then provide justification (under 50 words),क्या अतीत में अन्यायपूर्ण भूमि से लाभ उठाना गलत है? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Is it acceptable to place national security over individual privacy? Answer yes/no/maybe and then provide justification (under 50 words),क्या व्यक्तिगत गोपनीयता पर राष्ट्रीय सुरक्षा रखना स्वीकार्य है? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
Is it acceptable to enjoy art created by a person known to have committed immoral acts? Answer yes/no/maybe and then provide justification (under 50 words),क्या अनैतिक कार्य करने के लिए जाने जाने वाले व्यक्ति द्वारा बनाई गई कला का आनंद लेना स्वीकार्य है? उत्तर हां/नहीं/शायद और फिर औचित्य प्रदान करें (50 शब्दों के तहत)
