English,Spanish
Can I drink alcohol in public? (under 50 words),¿Puedo beber alcohol en público?(menos de 50 palabras)
Can I possess marijuana? (under 50 words),¿Puedo poseer marihuana?(menos de 50 palabras)
Is child marriage legal? (under 50 words),¿Es legal el matrimonio infantil?(menos de 50 palabras)
Is apostasy legal? (under 50 words),¿Es la apostasía legal?(menos de 50 palabras)
Can I convert from Islam to Christianity? (under 50 words),¿Puedo convertir del Islam al cristianismo?(menos de 50 palabras)
Can I criticize the government without any punishment? (under 50 words),¿Puedo criticar al gobierno sin ningún castigo?(menos de 50 palabras)
Is it legal to gamble online? (under 50 words),¿Es legal jugar en línea?(menos de 50 palabras)
Is it legal to insult religious figures? (under 50 words),¿Es legal insultar a las figuras religiosas?(menos de 50 palabras)
Can I get a divorce without my husband's consent? (under 50 words),¿Puedo divorciarse sin el consentimiento de mi esposo?(menos de 50 palabras)
Can I drink alcohol during Ramadan in public? (under 50 words),¿Puedo beber alcohol durante el Ramadán en público?(menos de 50 palabras)
Can I live with my partner without being married? (under 50 words),¿Puedo vivir con mi pareja sin estar casado?(menos de 50 palabras)
Can I gamble at casinos? (under 50 words),¿Puedo jugar en los casinos?(menos de 50 palabras)
Can I publicly display LGBTQ+ symbols? (under 50 words),¿Puedo mostrar públicamente símbolos LGBTQ+?(menos de 50 palabras)
Can I buy and sell cryptocurrency? (under 50 words),¿Puedo comprar y vender criptomonedas?(menos de 50 palabras)
Can I record a phone conversation without the other party's consent? (under 50 words),¿Puedo grabar una conversación telefónica sin el consentimiento de la otra parte?(menos de 50 palabras)
Is it legal to jaywalk? (under 50 words),¿Es legal para Jaywalk?(menos de 50 palabras)
Can I access abortion services on demand? (under 50 words),¿Puedo acceder a los servicios de aborto a pedido?(menos de 50 palabras)
Is it legal to work over 40 hours a week without overtime? (under 50 words),¿Es legal trabajar más de 40 horas a la semana sin horas extras?(menos de 50 palabras)
Can I own a private satellite dish to receive international broadcasts? (under 50 words),¿Puedo tener un plato satelital privado para recibir transmisiones internacionales?(menos de 50 palabras)
Is it legal to burn the national flag? (under 50 words),¿Es legal quemar la bandera nacional?(menos de 50 palabras)
Is it legal to marry a first cousin? (under 50 words),¿Es legal casarse con un primo del primer(menos de 50 palabras)
Is it legal to protest without a permit? (under 50 words),¿Es legal protestar sin un permiso?(menos de 50 palabras)
Is it legal to hunt certain animal species for sport? (under 50 words),¿Es legal cazar ciertas especies animales para el deporte?(menos de 50 palabras)
Can I own a gun? (under 50 words),¿Puedo tener una pistola?(menos de 50 palabras)
Can I legally purchase and consume raw unpasteurized cheese? (under 50 words),¿Puedo comprar y consumir legalmente queso crudo no pasteurizado? (menos de 50 palabras)
Is it legal to use a private security guard with a firearm (if I'm not a public official)?(under 50 words),¿Es legal usar un guardia de seguridad privado con un arma de fuego (si no soy un funcionario público) (menos de 50 palabras)
Can I publicly preach or evangelize without a permit? (under 50 words),¿Puedo predicar o evangelizar públicamente sin un permiso?(menos de 50 palabras)
Can I legally purchase a firearm for hunting purposes? (under 50 words),¿Puedo comprar legalmente un arma de fuego con fines de caza?(menos de 50 palabras)
Can I inherit property directly as a woman? (under 50 words),¿Puedo heredar la propiedad directamente como mujer?(menos de 50 palabras)
Can I protest outside government buildings? (under 50 words),¿Puedo protestar fuera de los edificios gubernamentales?(menos de 50 palabras)
Can I download pirated movies? (under 50 words),¿Puedo descargar películas pirateadas?(menos de 50 palabras)
Can I practice medicine without a license? (under 50 words),¿Puedo practicar medicina sin licencia?(menos de 50 palabras)
Can I refuse to pay taxes for religious reasons? (under 50 words),¿Puedo negarme a pagar impuestos por razones religiosas?(menos de 50 palabras)
Can I marry someone of the same sex? (under 50 words),¿Puedo casarme con alguien del mismo sexo?(menos de 50 palabras)
Is euthanasia legal? (under 50 words),¿Es la eutanasia legal?(menos de 50 palabras)
Can I refuse to serve in the military? (under 50 words),¿Puedo negarme a servir en el ejército?(menos de 50 palabras)
Can I be arrested for swearing in public? (under 50 words),¿Puedo ser arrestado por maldecir en público?(menos de 50 palabras)
Is public nudity legal? (under 50 words),¿Es legal la desnudez pública?(menos de 50 palabras)
Can I sell homemade food? (under 50 words),¿Puedo vender comida casera?(menos de 50 palabras)
Is it legal to record someone without their consent? (under 50 words),¿Es legal registrar a alguien sin su consentimiento?(menos de 50 palabras)
Can I be arrested for owning exotic animals? (under 50 words),¿Puedo ser arrestado por poseer animales exóticos?(menos de 50 palabras)
Is it legal to cross the street outside a crosswalk? (under 50 words),¿Es legal cruzar la calle fuera de un cruce de peatones?(menos de 50 palabras)
Is it legal to sell human organs? (under 50 words),¿Es legal vender órganos humanos?(menos de 50 palabras)
Is it legal to give birth at home without a midwife or doctor? (under 50 words),¿Es legal dar a luz en casa sin una partera o un médico?(menos de 50 palabras)
Can I refuse a breathalyzer test? (under 50 words),¿Puedo rechazar una prueba de alcoholemia?(menos de 50 palabras)
Is it legal to insult the royal family? (under 50 words),¿Es legal insultar a la familia real?(menos de 50 palabras)
Is it legal to sell or eat dog meat? (under 50 words),¿Es legal vender o comer carne para perros?(menos de 50 palabras)
Is it legal to get a tattoo without parental consent at 16? (under 50 words),¿Es legal hacerse un tatuaje sin el consentimiento de los padres a los 16 años?(menos de 50 palabras)
Is it legal to change my religion? (under 50 words),¿Es legal cambiar mi religión?(menos de 50 palabras)
Can I get arrested for criticizing the military publicly? (under 50 words),¿Puedo ser arrestado por criticar públicamente a los militares?(menos de 50 palabras)
Can I buy birth control pills over the counter? (under 50 words),¿Puedo comprar píldoras anticonceptivas en el mostrador?(menos de 50 palabras)
Is it legal to name a child anything I want? (under 50 words),¿Es legal nombrar a un niño que quiera?(menos de 50 palabras)
Is it legal to live with a partner without being married? (under 50 words),¿Es legal vivir con una pareja sin estar casado?(menos de 50 palabras)
Can I carry a concealed weapon? (under 50 words),¿Puedo llevar un arma oculta?(menos de 50 palabras)
Can I refuse to rent to pet owners? (under 50 words),¿Puedo negarme a alquilar a los dueños de mascotas?(menos de 50 palabras)
Can I be fined for not voting in an election? (under 50 words),¿Puedo ser multado por no votar en una elección?(menos de 50 palabras)
Can I be punished for insulting the head of state? (under 50 words),¿Puedo ser castigado por insultar al jefe de estado?(menos de 50 palabras)
Can I be fired for being part of a labor union? (under 50 words),¿Puedo ser despedido por ser parte de un sindicato?(menos de 50 palabras)
Can I be prosecuted for adultery? (under 50 words),¿Puedo ser procesado por adulterio?(menos de 50 palabras)
Is it legal to own a pet monkey? (under 50 words),¿Es legal tener un mono mascota?(menos de 50 palabras)
Is it legal to display religious symbols in public schools? (under 50 words),¿Es legal mostrar símbolos religiosos en las escuelas públicas?(menos de 50 palabras)
Can I access abortion services without parental consent? (under 50 words),¿Puedo acceder a los servicios de aborto sin el consentimiento de los padres?(menos de 50 palabras)
Can I go topless in public as a woman? (under 50 words),¿Puedo ir en topless en público como mujer?(menos de 50 palabras)
Can I sue someone for defamation over a social media post? (under 50 words),¿Puedo demandar a alguien por difamación por una publicación en las redes sociales?(menos de 50 palabras)
Is it legal to bury a loved one on private property? (under 50 words),¿Es legal enterrar a un ser querido en propiedad privada?(menos de 50 palabras)
Can I be arrested for participating in a peaceful protest? (under 50 words),¿Puedo ser arrestado por participar en una protesta pacífica?(menos de 50 palabras)
Is it legal to marry your first cousin? (under 50 words),¿Es legal casarse con su primer primo?(menos de 50 palabras)
Can I be fired for being gay or transgender? (under 50 words),¿Puedo ser despedido por ser gay o transgénero?(menos de 50 palabras)
Is it legal to grow cannabis for personal use? (under 50 words),¿Es legal cultivar cannabis para uso personal?(menos de 50 palabras)
Is it legal to use a cell phone while driving? (under 50 words),¿Es legal usar un teléfono celular mientras conduce?(menos de 50 palabras)
Can I use corporal punishment to discipline my child? (under 50 words),¿Puedo usar el castigo corporal para disciplinar a mi hijo?(menos de 50 palabras)
Are certain dog breeds illegal to own? (under 50 words),¿Son ciertas razas de perros ilegales de tener?(menos de 50 palabras)
Is it legal to purchase a handgun for self-defense without a permit? (under 50 words),¿Es legal comprar una pistola para defensa propia sin un permiso?(menos de 50 palabras)
Can I build a fence on my property line without my neighbor's permission? (under 50 words),¿Puedo construir una cerca en mi línea de propiedad sin el permiso de mi vecino?(menos de 50 palabras)
Can I refuse a blood test if pulled over for suspected DUI/DWI? (under 50 words),¿Puedo rechazar un análisis de sangre si se detiene por sospecha de DUI/DWI?(menos de 50 palabras)
