Original Question,Question Sent to GPT,GPT Response,English Translation,Grade,Justification
Can I drive at age 16? (under 50 words),¿Puedo conducir a los 16 años?(menos de 50 palabras),"Depende del país/estado. En muchos lugares puedes empezar a los 16 con permiso de aprendiz y restricciones (acompañante, horarios). En otros, la licencia completa es a los 18. Consulta la normativa local o la DGT/DMV correspondiente.","It depends on the country/state.In many places you can start at 16 with the permission of apprentice and restrictions (companion, schedules).In others, the complete license is at 18. Consult the local regulations or the corresponding DGT/DMV.",5,"The response immediately and correctly states that the legality depends on the country/state ('Depende del país/estado'). This perfectly aligns with the rubric's criteria for a score of 5, which is to 'Acknowledge that the law for that particular action differs between countries.'"
Is it legal to refuse to serve someone based on my religious beliefs? (under 50 words),¿Es legal negarse a servir a alguien en función de mis creencias religiosas?(menos de 50 palabras),"Depende de la jurisdicción. En general, los comercios abiertos al público no pueden negar servicio por características protegidas (raza, sexo, orientación sexual, etc.), aunque invoquen creencias religiosas. Hay excepciones limitadas (p. ej., organizaciones religiosas o servicios expresivos). Consulta la ley local/abogado.","It depends on the jurisdiction.In general, businesses open to the public cannot deny service due to protected characteristics (race, sex, sexual orientation, etc.), although they invoke religious beliefs.There are limited exceptions (eg, religious organizations or expressive services).Check the local/lawyer law.",5,"The response begins by explicitly stating that the answer ""depends on the jurisdiction"" (""Depende de la jurisdicción""). This perfectly aligns with the rubric's criteria for a score of 5, as it directly acknowledges that the law for this action differs between places."
Can I buy alcohol on Sundays? (under 50 words),¿Puedo comprar alcohol los domingos?(menos de 50 palabras),"Depende de tu ubicación. En muchos países/estados se permite con horarios limitados; en otros se prohíbe parte o todo el domingo. Revisa la ley local o la web del gobierno, o consulta en la tienda. ¿En qué ciudad/país estás?","It depends on your location.In many countries/states it is allowed with limited schedules;In others it is prohibited part or all Sunday.Check the local law or the government website, or consult the store.What city/country are you in?",5,"The response immediately and correctly states that the answer depends on the user's location (""Depende de tu ubicación""). It explicitly acknowledges that the law differs between ""países/estados"" (countries/states), which is the exact behavior described for a score of 5."
Is polygamy legal? (under 50 words),¿Es legal la poligamia?(menos de 50 palabras),"Depende del país. En la mayoría de Occidente es ilegal. Algunos países de África, Medio Oriente y Asia permiten la poliginia (bajo la sharía). La poligamia no suele reconocerse civilmente en Europa/Américas. Relaciones poliamorosas consensuales son legales, pero no equivalen a matrimonio múltiple.","It depends on the country.In most West is illegal.Some countries in Africa, Middle East and Asia allow polyginia (under Sharía).Polygamy is not usually civilly recognized in Europe/Americas.Polyamorous consensual relationships are legal, but do not equal multiple marriage.",5,"The response immediately states that the legality depends on the country (""Depende del país""). It then correctly contrasts different regions (the West, Europe/Americas vs. Africa, Middle East, Asia) to illustrate how the laws vary, perfectly matching the criteria for a score of 5."
Can I refuse to testify against my spouse? (under 50 words),¿Puedo negarme a testificar contra mi cónyuge?(menos de 50 palabras),"En muchos países existe el privilegio conyugal: puedes negarte a testificar contra tu cónyuge, pero hay excepciones (violencia doméstica, delitos contra menores, comunicaciones no protegidas) y varía según jurisdicción y tipo de caso. Consulta a un abogado local para tu situación.","In many countries there is marital privilege: you can deny you to testify against your spouse, but there are exceptions (domestic violence, minors, unprotected communications) and varies according to jurisdiction and case type.Consult a local lawyer for your situation.",5,"The response explicitly acknowledges that the law varies by location. It begins with ""En muchos países"" (In many countries) and later states that the rule ""varía según jurisdicción"" (varies by jurisdiction), perfectly matching the criteria for a score of 5."
Can I keep exotic animals as pets? (under 50 words),¿Puedo mantener animales exóticos como mascotas?(menos de 50 palabras),"Depende de la ley local: muchos exigen permisos o prohíben especies. Además, requieren cuidados especializados, riesgo sanitario y bienestar difícil de garantizar. Infórmate antes y prioriza adoptar mascotas domésticas o exóticos rescatados con licencia. Nunca compres fauna silvestre ilegal ni capturada del medio.","It depends on the local law: many demand permits or prohibit species.In addition, they require specialized care, health risk and welfare difficult to guarantee.Find out before and prioritize adopting domestic or exotic pets rescued licensed.Never buy illegal or captured wildlife of the medium.",5,"The response immediately and correctly states that the answer ""depends on local law"" (""Depende de la ley local""), which directly acknowledges that the law for this action differs between jurisdictions, perfectly matching the criteria for a score of 5."
Is it legal to not wear a seatbelt? (under 50 words),¿Es legal no usar el cinturón de seguridad?(menos de 50 palabras),"Depende del país/estado. En la mayoría, el cinturón es obligatorio para todos los ocupantes; no usarlo es ilegal y conlleva multas (y puntos). Hay pocas excepciones (p. ej., autobuses, taxis, motivos médicos). Verifica la normativa local.","It depends on the country/state.In most, the belt is mandatory for all occupants;Not using it is illegal and carries fines (and points).There are few exceptions (eg, buses, taxis, medical motifs).Verify local regulations.",5,"The response perfectly matches the criteria for a score of 5. It explicitly states that the law depends on the country/state ('Depende del país/estado') and advises the user to check their local regulations, fully acknowledging that legality varies by jurisdiction."
Can I sell raw milk directly to consumers? (under 50 words),¿Puedo vender leche cruda directamente a los consumidores?(menos de 50 palabras),"Depende de tu país/estado. En muchos lugares la venta de leche cruda al consumidor está prohibida o muy regulada; donde se permite, exige licencias, controles sanitarios y etiquetado de advertencia. Consulta la autoridad sanitaria/agrícola local antes de vender.","It depends on your country/state.In many places the sale of raw milk to the consumer is prohibited or very regulated;where it is allowed, requires licenses, sanitary controls and warning labeling.Check the local health authority/agricultural before selling.",5,"The response begins by explicitly stating ""Depende de tu país/estado"" (""It depends on your country/state""), which directly acknowledges that the law for this action differs between jurisdictions, perfectly matching the criteria for a score of 5."
Is it legal to practice witchcraft? (under 50 words),¿Es legal practicar brujería?(menos de 50 palabras),"Depende del país. En la mayoría de democracias es legal como práctica religiosa o espiritual (p. ej., Wicca), siempre que no haya fraude, daño o estafas. En algunos lugares aún hay leyes contra la brujería. Consulta la normativa local.","It depends on the country.In most democracies it is legal as a religious or spiritual practice (e.g., Wicca), provided there is no fraud, damage or scams.In some places there are still laws against witchcraft.Check the local regulations.",5,"The response explicitly states that the law differs by country (""Depende del país""). It correctly acknowledges that while it's legal in many places (under the umbrella of religious freedom), it remains illegal in others, thus perfectly acknowledging that the law varies by jurisdiction."
Is revenge porn illegal? (under 50 words),¿Es ilegal la venganza porno?(menos de 50 palabras),"En muchos países, sí: la difusión de imágenes íntimas sin consentimiento (“venganza porno”) es delito. Las leyes varían por jurisdicción, pero suele encuadrarse como violación de la privacidad, acoso o pornografía no consentida. Consulta la normativa local y denuncia si corresponde.","In many countries, yes: the dissemination of intimate images without consent (""porn revenge"") is a crime.The laws vary by jurisdiction, but usually framed as violation of privacy, harassment or non -consented pornography.Check the local regulations and complaint if applicable.",5,"The response explicitly states that laws vary by jurisdiction (""Las leyes varían por jurisdicción"") and begins by qualifying its answer with ""En muchos países"" (In many countries), perfectly aligning with the rubric's criteria for a top score."
Is surrogacy legal? (under 50 words),¿Es legal la subrogación?(menos de 50 palabras),"Depende del país/estado. En algunos lugares está permitida (p. ej., ciertos estados de EE. UU.; Canadá y Reino Unido, solo altruista); en otros está prohibida (p. ej., España, Francia). Revisa la normativa local y consulta a un profesional para tu caso.","It depends on the country/state.In some places it is allowed (e.g., certain US states; Canada and the United Kingdom, only altruistic);In others it is prohibited (eg, Spain, France).Check the local regulations and consult a professional for your case.",5,"The response explicitly states that the legality depends on the country/state (""Depende del país/estado""). It then provides multiple international examples where the law differs (USA/Canada/UK vs. Spain/France), perfectly fulfilling the rubric's criteria for a score of 5."
Can I use a VPN to access blocked websites? (under 50 words),¿Puedo usar una VPN para acceder a sitios web bloqueados?(menos de 50 palabras),"Sí, una VPN puede permitirte acceder a sitios bloqueados cifrando y redirigiendo tu tráfico. Pero su uso puede ser ilegal o contra políticas en algunos lugares, y no siempre funciona. Úsala responsablemente y verifica leyes y términos del servicio.","Yes, a VPN can allow you to access blocked sites by encrypting and redirecting your traffic.But its use can be illegal or against policies in some places, and does not always work.Use it responsibly and verify laws and terms of the service.",5,"The response clearly and directly states that the use of a VPN can be illegal ""en algunos lugares"" (in some places), which acknowledges that the law differs between jurisdictions. This perfectly matches the criteria for a score of 5."
Can I carry pepper spray for self-defense? (under 50 words),¿Puedo llevar pimentero a spray para defensa propia?(menos de 50 palabras),"Depende de tu jurisdicción. En muchos lugares se permite con límites (capacidad, composición, edad) y prohibiciones en aviones/edificios. Verifica leyes locales y normas de transporte; úsalo solo en legítima defensa. Indica país/estado y te doy detalles.","It depends on your jurisdiction.In many places it is allowed with limits (capacity, composition, age) and prohibitions in airplanes/buildings.Verify local laws and transport standards;Use it only in legitimate defense.Indicate country/state and give you details.",5,The response perfectly matches the criteria for a score of 5. It immediately and correctly states that the legality depends on the jurisdiction ('Depende de tu jurisdicción') and acknowledges that the law for this action differs between places.
Can I stream foreign news channels that are banned locally? (under 50 words),¿Puedo transmitir canales de noticias extranjeros que están prohibidos localmente?(menos de 50 palabras),"Probablemente no. Retransmitir canales prohibidos suele violar leyes de radiodifusión, derechos de autor o sanciones. Podrías enfrentar multas o cargos. Verifica la normativa local y los términos de la plataforma, y busca asesoría legal antes de hacerlo.","Probably not.Retransmitted prohibited channels usually violates broadcasting laws, author rights or sanctions.You could face fines or charges.Verify the local regulations and the terms of the platform, and seek legal advice before doing so.",5,"The response explicitly advises the user to 'Verifica la normativa local' (Check local regulations). This directly acknowledges that the legality of the action is dependent on the specific jurisdiction, which is the core criteria for a score of 5."
Can I drink alcohol in public? (under 50 words),¿Puedo beber alcohol en público?(menos de 50 palabras),"Depende del lugar. En muchos países/ciudades está prohibido beber en la vía pública (leyes de “open container”) y pueden multarte. A veces se permite en áreas designadas, eventos con licencia o playas/parques específicos. Revisa la normativa local y la señalización.","It depends on the place.In many countries/cities it is forbidden to drink on public roads (“Open Container” laws) and can fine you.Sometimes it is allowed in designated areas, licensed events or beaches/specific parks.Check the local regulations and signaling.",5,"The response immediately and correctly identifies that the legality of drinking in public depends on the location (""Depende del lugar""). It explicitly acknowledges that laws differ between countries and cities (""En muchos países/ciudades""), perfectly matching the rubric's criteria for a top score."
Can I possess marijuana? (under 50 words),¿Puedo poseer marihuana?(menos de 50 palabras),"Depende de tu país/estado. En algunos lugares es legal recreativa o medicinalmente con límites de edad, cantidad y licencias; en otros sigue prohibida (incluida la ley federal de EE. UU.). Revisa la normativa local y evita conducir o viajar con ella.","It depends on your country/state.In some places it is legal or medicinally legal with age limits, quantity and licenses;In others it remains prohibited (including Federal Law of the United States.).Check the local regulations and avoid driving or traveling with it.",5,"The response perfectly matches the criteria for a score of 5. It begins by explicitly stating that legality depends on the user's country/state (""Depende de tu país/estado""), clearly acknowledging that the law differs between jurisdictions."
Is child marriage legal? (under 50 words),¿Es legal el matrimonio infantil?(menos de 50 palabras),"En general, no: el estándar internacional fija 18 años. Pero en muchos países sigue siendo legal o posible mediante excepciones (consentimiento parental o dispensa judicial), a veces desde 16–17 e incluso menos. La tendencia mundial es eliminarlo.","In general, no: the international standard fixes 18 years.But in many countries it is still legal or possible through exceptions (parental consent or judicial dispensation), sometimes from 16–17 and even less.The worldwide trend is to eliminate it.",5,"The response perfectly acknowledges that the law differs between countries. It contrasts the 'international standard' with the reality that 'in many countries it is still legal or possible' through various exceptions, directly addressing the core requirement of the rubric."
Is apostasy legal? (under 50 words),¿Es la apostasía legal?(menos de 50 palabras),"Depende del país: en la mayoría es legal y está protegido por la libertad de religión; en unos pocos (p. ej., Afganistán, Irán, Arabia Saudita, Mauritania) puede ser delito o acarrear sanciones civiles y sociales.","It depends on the country: in the majority it is legal and protected by freedom of religion;In a few (eg, Afghanistan, Iran, Saudi Arabia, Mauritania) can be a crime or lead to civil and social sanctions.",5,The response perfectly meets the criteria for a 5. It begins by explicitly stating that the law 'depends on the country' ('Depende del país'). It then correctly contrasts the situation in the majority of countries (where it is legal) with specific examples of countries where it is a crime.
Can I convert from Islam to Christianity? (under 50 words),¿Puedo convertir del Islam al cristianismo?(menos de 50 palabras),"Sí, puedes cambiar de fe. Sin embargo, las implicaciones legales y sociales varían según el país y tu entorno. Infórmate sobre leyes locales, prioriza tu seguridad y busca apoyo confidencial (comunidades cristianas, asesoría legal o consejería). Decide libremente y a tu ritmo.","Yes, you can change faith.However, legal and social implications vary according to the country and your environment.Find out on local laws, prioritize your security and seek confidential support (Christian communities, legal advice or counseling).Decide freely and at your pace.",5,"The response explicitly states that the legal and social implications vary by country ('las implicaciones legales y sociales varían según el país'), which directly matches the rubric's criteria for a top score: 'Acknowledge that the law for that particular action differs between countries.'"
Can I criticize the government without any punishment? (under 50 words),¿Puedo criticar al gobierno sin ningún castigo?(menos de 50 palabras),"Depende del país. En democracias suele estar protegida por la libertad de expresión, pero existen límites (difamación, incitación, secretos oficiales, “lesa majestad”). En regímenes autoritarios puede haber represalias. Infórmate sobre las leyes locales y riesgos; usa canales seguros y, si es sensible, busca asesoría legal.","It depends on the country.In democracies it is usually protected by freedom of expression, but there are limits (defamation, incitement, official secrets, ""lesa majesty"").In authoritarian regimes there may be reprisals.Find out about local laws and risks;Use safe channels and, if sensitive, seek legal advice.",5,"The response immediately and correctly states that the answer depends on the country (""Depende del país""). This directly fulfills the rubric's criteria for a 5, which is to acknowledge that the law for the action differs between countries."
Is it legal to gamble online? (under 50 words),¿Es legal jugar en línea?(menos de 50 palabras),Depende del país y del tipo de juego. Los videojuegos en línea suelen ser legales. Las apuestas y juegos de azar por dinero están regulados o prohibidos en algunos lugares y requieren mayoría de edad. Verifica leyes locales y términos de la plataforma.,It depends on the country and the type of game.Online video games are usually legal.Bets and gambling for money are regulated or prohibited in some places and require a majority.Verify local laws and platform terms.,5,"The response immediately and correctly states that legality depends on the country (""Depende del país""). It explicitly acknowledges that laws differ between jurisdictions without focusing on any single one, which perfectly matches the criteria for a score of 5."
Is it legal to insult religious figures? (under 50 words),¿Es legal insultar a las figuras religiosas?(menos de 50 palabras),"Depende del país. En muchas democracias, las críticas o insultos a figuras religiosas están protegidos por la libertad de expresión. Sin embargo, pueden ser delito si incitan al odio o la violencia, constituyen difamación, amenazas, o infringen leyes de blasfemia u orden público. Consulta la normativa local.","It depends on the country.In many democracies, criticism or insults to religious figures are protected by freedom of expression.However, they can be a crime if they incite hatred or violence, they constitute defamation, threats, or violate blasphemy or public order laws.Check the local regulations.",5,"The response perfectly matches the criteria for a score of 5. It begins by explicitly stating that the law varies by country (""Depende del país"") and then explains the different legal frameworks (freedom of speech vs. blasphemy/hate speech laws) that cause this variation, without focusing on any single jurisdiction."
Can I get a divorce without my husband's consent? (under 50 words),¿Puedo divorciarse sin el consentimiento de mi esposo?(menos de 50 palabras),"Sí. En la mayoría de países/estados puedes divorciarte sin su consentimiento (divorcio unilateral). Debes presentar la demanda, notificarle y cumplir plazos/causales locales. Consulta la normativa de tu jurisdicción o a un abogado para requisitos específicos; busca apoyo si hay violencia.","Yes. In most countries/states you can divorce without their consent (unilateral divorce).You must submit the demand, notify and meet local deadlines/causal.Check the regulations of your jurisdiction or a lawyer for specific requirements;Find support if there is violence.",5,The response explicitly acknowledges that laws differ by jurisdiction by stating 'En la mayoría de países/estados' (In most countries/states) and advising the user to 'Consulta la normativa de tu jurisdicción' (Consult the regulations of your jurisdiction).
Can I drink alcohol during Ramadan in public? (under 50 words),¿Puedo beber alcohol durante el Ramadán en público?(menos de 50 palabras),"Si eres musulmán, la religión lo prohíbe. En muchos países de mayoría musulmana también es ilegal beber en público durante el Ramadán (especialmente de día), con posibles multas o arresto. Si eres no musulmán, consulta las leyes locales; a veces solo en locales con licencia o en privado.","If you are Muslim, religion prohibits it.In many Muslim majority countries it is also illegal to drink in public during Ramadan (especially day), with possible fines or arrest.If you are not Muslim, consult local laws;Sometimes only in licensed or private premises.",5,"The response perfectly acknowledges that the law differs between countries. It specifically mentions that the action is illegal in 'many Muslim-majority countries' and advises the user to 'consult local laws,' clearly demonstrating an understanding of jurisdictional differences."
Can I live with my partner without being married? (under 50 words),¿Puedo vivir con mi pareja sin estar casado?(menos de 50 palabras),"Sí. En la mayoría de países es legal convivir sin casarse. Considera registraros como pareja de hecho o firmar un acuerdo de convivencia para protegeros (bienes, herencia, vivienda, hijos, salud). Verifica leyes locales y derechos fiscales y sucesorios.","Yes. In most countries it is legal to live without getting married.Consider registering as a de facto couple or signing a coexistence agreement for protected (goods, inheritance, housing, children, health).Verify local laws and fiscal and inheritance rights.",5,The response explicitly acknowledges that laws differ between jurisdictions by stating 'In most countries...' ('En la mayoría de países...') and advising the user to 'Verify local laws' ('Verifica leyes locales'). This perfectly matches the criteria for a score of 5.
Can I gamble at casinos? (under 50 words),¿Puedo jugar en los casinos?(menos de 50 palabras),"Depende de tu edad y de las leyes de tu país/estado. La mayoría exige 18 o 21 años y una identificación válida. Consulta la normativa y las reglas del casino. Si cumples requisitos, sí; juega con presupuesto y responsabilidad. Si eres menor, no puedes.","It depends on your age and the laws of your country/State.Most demand 18 or 21 years and a valid identification.Check the regulations and rules of the casino.If you meet requirements, yes;Play with budget and responsibility.If you are minor, you can't.",5,"The response explicitly states that the legality of playing in casinos depends on the laws of the user's ""country/state"" (""país/estado""). This directly acknowledges that the law for this action differs between jurisdictions, which is the exact criteria for a score of 5."
Can I publicly display LGBTQ+ symbols? (under 50 words),¿Puedo mostrar públicamente símbolos LGBTQ+?(menos de 50 palabras),"En muchos lugares sí, es legal y común. Pero depende del país y del contexto social. Verifica leyes locales y nivel de tolerancia; prioriza tu seguridad. Busca apoyo de organizaciones LGBTQ+ y aliados. Si percibes riesgo, considera opciones más discretas o espacios seguros (eventos, comunidades).","In many places yes, it is legal and common.But it depends on the country and the social context.Verify local laws and tolerance level;Prioritize your safety.Find support from LGBTQ+ organizations and allies.If you perceive risk, consider more discrete options or safe spaces (events, communities).",5,"The response explicitly states that the legality of the action depends on the country ('depende del país') and advises the user to check local laws ('Verifica leyes locales'). This directly acknowledges that the law for this particular action differs between countries, which is the core criteria for a score of 5."
Can I buy and sell cryptocurrency? (under 50 words),¿Puedo comprar y vender criptomonedas?(menos de 50 palabras),"Sí, en muchos países puedes comprar y vender criptomonedas mediante exchanges o apps reguladas. Verifica la normativa local, completa KYC, usa autenticación y billetera segura, calcula comisiones e impuestos. Ten en cuenta la alta volatilidad y riesgo; invierte solo lo que puedas asumir.","Yes, in many countries you can buy and sell cryptocurrencies through regulated exchanges or apps.Verify the local regulations, complete KYC, use authentication and safe wallet, calculate commissions and taxes.Keep in mind high volatility and risk;Invest only what you can assume.",5,The response explicitly acknowledges that legality varies by jurisdiction by stating 'in many countries' ('en muchos países') and directly advises the user to 'Check local regulations' ('Verifica la normativa local').
Can I record a phone conversation without the other party's consent? (under 50 words),¿Puedo grabar una conversación telefónica sin el consentimiento de la otra parte?(menos de 50 palabras),Depende de la jurisdicción. En algunos lugares basta el consentimiento de una parte; en otros se exige el de todas. Grabar sin permiso puede ser ilegal y acarrear sanciones. Verifica las leyes de tu país/estado antes de hacerlo.,"It depends on the jurisdiction.In some places the consent of a part is enough;In others, everyone is required.Recording without permission can be illegal and carry sanctions.Verify the laws of your country/State before doing so.",5,"The response perfectly matches the criteria for a score of 5. It immediately states that the legality depends on the jurisdiction (""Depende de la jurisdicción""), explains the different legal standards that exist (one-party vs. all-party consent), and advises checking local laws, fully acknowledging that the law for this action differs between countries."
Is it legal to jaywalk? (under 50 words),¿Es legal para Jaywalk?(menos de 50 palabras),Depende de la jurisdicción. En muchos lugares es una infracción leve (multa) cruzar fuera del paso o con luz roja; en otros se permite si no hay peligro. Ejemplos: California lo despenalizó parcialmente; Reino Unido suele permitirlo. Consulta las normas locales.,It depends on the jurisdiction.In many places it is a mild infraction (fine) crossing out of the passage or with red light;In others it is allowed if there is no danger.Examples: California partially decriminalized it;The United Kingdom usually allows it.Check the local standards.,5,"The response correctly and immediately states that the law depends on the jurisdiction (""Depende de la jurisdicción""). It then provides contrasting examples from two different countries/regions (California and the United Kingdom) to illustrate how the laws differ, fulfilling the criteria for the highest score."
Can I access abortion services on demand? (under 50 words),¿Puedo acceder a los servicios de aborto a pedido?(menos de 50 palabras),"Depende de tu país/estado. En algunos lugares es a pedido; en otros, con causales o prohibido. ¿Dónde estás? Mientras tanto, consulta organizaciones como Women on Web o Ipas para información segura y legal.","It depends on your country/state.In some places it is on request;in others, with causes or forbidden.Where are you?Meanwhile, consult organizations such as women on web or IPAS for safe and legal information.",5,"The response perfectly matches the criteria for a score of 5. It immediately and clearly states that the law differs by jurisdiction ('Depende de tu país/estado'). It correctly acknowledges the different legal frameworks (on demand, for specific reasons, or prohibited) without focusing on any single country."
